issuingCompany,tradingName,cnpj,api_prefix
IBHQ,INFRABRASIL,34984919000189,IBHQ
HLIX,INFRAESTRUTU,36062772000103,HLIX
IFBD,BR HOLD XIX,45239889000100,IFBD
IXVI,BR HOLD XVI,44493509000199,IXVI
XVII,BR HOLD XVII,44507288000160,XVII
INHH,INFRA BRA HO,45239925000128,INHH
INNG,INFRABR XX,47204767000104,INNG
IBRH,INFRABR XXIV,47504861000170,IBRH
HXXV,INFRA BRASIL,47529691000189,HXXV
IRAB,INFRAMERICA,15559082000186,IRAB
INEN,INFRAVIX,12366484000176,INEN
INGE,INGRESSE,14855526000168,INGE
INSV,INOVASAUDESP,20815862000180,INSV
INSR,INOVA SAUDE,20815868000157,INSR
INPS,INPASA AGRO,29316596000115,INPS
INMP,INSPIRA PART,28580065000172,INMP
INEL,INSPIRALI SA,35822503000127,INEL
MARH,MARAENERGIA,14871900000119,MARH
ITGT,INTEGTRANS,7799081000180,ITGT
INTB,INTELBRAS,82901000000127,INTB
INBR,INTER CO,42737954000121,INBR
INHF,INTER FIN,39903325000110,INHF
ICBR,INTERCEMENT,62258884000136,ICBR
ITCT,INTERCEMENTP,10456140000122,ITCT
IEAS,AIMORES S.A,26707830000147,IEAS
IELM,MADEIRA,10562611000187,IELM
IVAI,ELETRICAIVAI,28052123000195,IVAI
IESP,PARAGUACU,26712591000113,IESP
ELSJ,SERRA,10960725000185,ELSJ
IPLO,INTERMARÍ,96825575000112,IPLO
MEAL,IMC S/A,17314329000120,MEAL
FIGE,INVEST BEMGE,1548981000179,FIGE
IVPR,INVEPAR,3758318000124,IVPR
IT0L,INVOLT TEL,59915325000147,IT0L
INXU,INXU ENERGIA,54456111000136,INXU
INXE,INXU,54227040000108,INXE
MYPK,IOCHP-MAXION,61156113000175,MYPK
IPIL,IP SUL ILUMI,37070559000106,IPIL
IPIP,IPIRANGAPROD,33337122000127,IPIP
IPIA,IPIRANGA AGR,7280328000158,IPIA
IRCT,IRACEMA,9250729000190,IRCT
RANI,IRANI,92791243000103,RANI
IRAP,IRAPURU HOLD,48203311000184,IRAP
IRBR,IRBBRASIL RE,33376989000191,IRBR
IMUF,IRMÃOS MUFFA,76430438000171,IMUF
IROH,IRONHOUSE,11501791000150,IROH
IRTH,IRTHA,75120279000146,IRTH
ISAE,ISA ENERGIA,2998611000104,ISAE
ISAV,ISAIBRASIL,26896959000140,ISAV
ISHT,ISHTECHSA,42496531000167,ISHT
BSHV,BKR 0 1 SHV,0,BSHV
DOLL,BKR DOLL ETF,0,DOLL
BHYC,BKR 0 5 YRHY,0,BHYC
BSTI,BKR STIP,0,BSTI
BIGL,BKR10PLUSGC,0,BIGL
BTLH,BKR 1020Y TB,0,BTLH
BSHY,BKR 1 3 YRTR,0,BSHY
BIGS,BKR 1 5YGRCO,0,BIGS
BTLT,BKR 20YR TRS,0,BTLT
BGOZ,BKR TRSTRIPS,0,BGOZ
BIEI,BKR 3 7 YRTR,0,BIEI
BIYT,BKR 7 10 YRT,0,BIYT
BQLT,BKR A RATED,0,BQLT
BIBB,ICE BIOTECH,0,BIBB
IBIT,BKR BITCOIN,0,IBIT
USIG,BROAD US INV,0,USIG
BFXI,CHINALARGECA,0,BFXI
BICV,BKR CNVTIBLE,0,BICV
BAOK,BKR CSV ALOC,0,BAOK
BAOM,BKR MOD ALOC,0,BAOM
BAOR,BKR BAL ALOC,0,BAOR
BAOA,BKR AGR ALOC,0,BAOA
BGWH,COREDIVGROWT,0,BGWH
BHDV,BKR CORE HDV,0,BHDV
BIAG,BKR INTLAGGT,0,BIAG
BIEF,COREMSCIEAFE,0,BIEF
BIEM,COREMSCI EMK,0,BIEM
BIEU,COREMSCI EUR,0,BIEU
BIPC,BKR CORPACIF,0,BIPC
BIXU,BKR TI STOCK,0,BIXU
BIVB,CORE SP 500,0,BIVB
BIJH,CORE MIDCAP,0,BIJH
BIJR,CORESMALLCAP,0,BIJR
BITO,CORE SP TOTA,0,BITO
BAGG,BKR US AGGRE,0,BAGG
BIUS,BKR CORE UNV,0,BIUS
BUSR,CORE US REIT,0,BUSR
BHEF,CURHEDGEMSCI,0,BHEF
BHEZ,BKR CH EUROZ,0,BHEZ
BHEW,BKR CH JAPAN,0,BHEW
BIHA,BKR CYBTECH,0,BIHA
BDVE,BKR EMER DIV,0,BDVE
BEGD,TRTMSCI EAFE,0,BEGD
BEGE,INC ESG AWAR,0,BEGE
BEGU,TRUSTMSCI US,0,BEGU
BEAG,BKR ESG AGGR,0,BEAG
BSUC,BKR ESG AWCP,0,BSUC
BSUS,ESGMSCIUSA L,0,BSUS
BUSA,BKR OPT USA,0,BUSA
ETHA,BKR ETHEREUM,0,ETHA
BIEV,EUROPE ETF,0,BIEV
BIET,BKR TECHSOFT,0,BIET
BFAL,BKR FLL ANGL,0,BFAL
BFLO,BKR FLOAT RT,0,BFLO
BARY,BKR FUT AIT,0,BARY
BXTC,EXPON TECHNL,0,BXTC
BIDN,BKR GENO IMM,0,BIDN
BGLC,BKR GLOB100,0,BGLC
BICL,BKR GL CLEAN,0,BICL
BKXI,BKR GB STAMP,0,BKXI
BIXC,BKR GLB ENER,0,BIXC
BIXG,BKR GL FIN,0,BIXG
BIXJ,GLOBALHEALTH,0,BIXJ
BIGF,GLOBAL INFRA,0,BIGF
BGRT,GLOBAL REIT,0,BGRT
BIXN,GLOBAL TECH,0,BIXN
BIAU,GOLD TRUST,0,BIAU
BCOM,BKR COMT ROL,0,BCOM
BHYG,BKR IBOXX HY,0,BHYG
BLQD,BKR IBOX IGC,0,BLQD
BIDV,BKR INTL SLD,0,BIDV
BIGO,BKR INTL TRS,0,BIGO
BILF,LATIN AMER40,0,BILF
BCRB,BKR LOWCARBO,0,BCRB
BMBB,BKR MBS,0,BMBB
BMRE,BKR MORTGAGE,0,BMRE
BACW,MSCI ACWI,0,BACW
ACWX,MSCI ACWI US,0,ACWX
BVEG,BKR GBL AGRO,0,BVEG
BAAX,MSCI ASIA JP,0,BAAX
BEWA,MSCIAUSTRALI,0,BEWA
BEWO,MSCI AUSTRIA,0,BEWO
BEWZ,MSCI BRAZIL,0,BEWZ
BEWC,MSCI CANADA,0,BEWC
BECH,BKR CHILE,0,BECH
BCNY,BKR CHINA A,0,BCNY
BCHI,MSCI CHINA,0,BCHI
EDEN,MSCI DENMARK,0,EDEN
BEFA,MSCI EAFE,0,BEFA
BEFG,MSCIEAFEGROW,0,BEFG
BFAV,MSCIMINVOL F,0,BFAV
BSCZ,BKR MS EAFE,0,BSCZ
BEFV,MSCIEAFEVALU,0,BEFV
BEEM,MSCI EMGMARK,0,BEEM
BEMC,BKR EME XCHI,0,BEMC
BEMV,MSCIEMMRKMI,0,BEMV
BEUF,BKR EURP FNC,0,BEUF
BEZU,MSCIEUROZONE,0,BEZU
BEWQ,MSCI FRANCE,0,BEWQ
BEWG,MSCI GERMANY,0,BEWG
BPIC,BKR GBMM PRD,0,BPIC
BCWV,MSCIGLMIVOLF,0,BCWV
BSDG,BKR GB SDVGO,0,BSDG
BEWH,MSCIHONGKONG,0,BEWH
BNDA,MSCI INDIA,0,BNDA
SMIN,MSCI INDIASC,0,SMIN
EIDO,MSCIINDONESI,0,EIDO
BEIS,MSCI ISRAEL,0,BEIS
BEWI,MSCI ITALY,0,BEWI
BEWJ,MSCI JAPAN,0,BEWJ
EWJV,MSCI JAPAN V,0,EWJV
BEWM,MSCIMALAYSIA,0,BEWM
BEWW,MSCI MEXICO,0,BEWW
BEWN,MSCINETHERLD,0,BEWN
BEPP,BKR MSCI JPN,0,BEPP
BEPU,MSCI PERU GE,0,BEPU
EPHE,MSCIPHILIPNE,0,EPHE
EPOL,MSCI POLAND,0,EPOL
BERU,BKR MS RUSS,0,BERU
BKSA,BKR SAUDARAB,0,BKSA
BEWS,MSCISINGAPOR,0,BEWS
BEZA,MSCI SAFRICA,0,BEZA
BEWY,MSCISOUTHKOR,0,BEWY
BEWP,MSCI SPAIN,0,BEWP
BEWD,MSCI SWEDEN,0,BEWD
BEWL,MSCI SWITZER,0,BEWL
BEWT,MSCI TAIWAN,0,BEWT
BTHD,MSCITHAILAND,0,BTHD
TURK,MSCI TURKEY,0,TURK
BUAE,BKR MSCI UAE,0,BUAE
BEWU,MSCI UK,0,BEWU
BEUW,BKR EQUALWG,0,BEUW
BUSM,MSCI US MVOL,0,BUSM
BMTU,MSCIUSAMOM F,0,BMTU
BQUA,MSCIUSQUAL F,0,BQUA
BGAR,MSCI US GARP,0,BGAR
BSIZ,MSCIUSASIZF,0,BSIZ
BVLU,MSCIUSVALUEF,0,BVLU
BURT,BKR MS WLD,0,BURT
QTOP,NASDAQ TOP30,0,QTOP
BIGE,BKR NAM NATU,0,BIGE
BPRS,PREFERINCOME,0,BPRS
BREZ,BKR RESMULTS,0,BREZ
BIWF,RUSSEL1000GR,0,BIWF
BIWD,RUSSEL 1000V,0,BIWD
BIWM,RUSSELL 2000,0,BIWM
BOEF,BKR SP100,0,BOEF
BIVW,SP500GROWTH,0,BIVW
BIVE,SP500 VALUE,0,BIVE
BIJT,SP SCAP 600G,0,BIJT
BIJS,BKR SPSM600V,0,BIJS
BDVY,SELECT DIVID,0,BDVY
BIDR,BKR SELFDRIV,0,BIDR
BSOX,BKR SEMICOND,0,BSOX
BSLV,SILVER TRUST,0,BSLV
BTIP,BKR TIP,0,BTIP
TOPB,TOP20USSTOCK,0,TOPB
BTFL,BKR FLOT RTE,0,BTFL
BIYM,BKR BASICMAT,0,BIYM
BIYE,BKR US ENER,0,BIYE
BIYG,USFINANCSERV,0,BIYG
BIHF,BKR HEALTHPR,0,BIHF
BITB,BKR HM CNSTR,0,BITB
BIYJ,BKR US INDLS,0,BIYJ
BIAK,US INSURANCE,0,BIAK
BIHI,USMEDICDEVIC,0,BIHI
BIEZ,USOIL EQSRV,0,BIEZ
BIAT,BKR REGBANK,0,BIAT
BIYZ,US TELECOM,0,BIYZ
BAER,US AEROSPACE,0,BAER
BIAI,USBROKERD SE,0,BIAI
BIYC,BKR CODISCRT,0,BIYC
BIYK,BKR COSTAPLE,0,BIYK
BIYF,US FINANCIAL,0,BIYF
BIFR,BKR US INFRA,0,BIFR
BIEO,BKR OIL GAS,0,BIEO
BIHE,BKR PHARMACL,0,BIHE
BIYW,US TECHNOLOG,0,BIYW
BIYP,BKR TRANSPTN,0,BIYP
BGOV,BKR US TREAS,0,BGOV
BUTL,BKR US UTILT,0,BUTL
BBGR,BKR US GREEN,0,BBGR
ISLU,ISOLUXPART,4726861000102,ISLU
ISYS,I-SYSTEMS,40166794000182,ISYS
IBTP,ITABATA,42329495000147,IBTP
IMRC,ITAMARACATRA,29774606000166,IMRC
ITPB,ITAPEBI,2397080000196,ITPB
IPTO,ITAPOAPARTI,22636117000107,IPTO
ITPO,ITAPOA,1317277000105,ITPO
IPLT,ITAPUA PART,44179007000198,IPLT
ITMG,ITAREMAENERG,13234214000174,ITMG
YTAE,ITAU UNIBANC,31781135000165,YTAE
ITUB,ITAUUNIBANCO,60872504000123,ITUB
ITRA,ITAUEIRA,7231103000101,ITRA
ITSA,ITAUSA,61532644000115,ITSA
ITER,ITER,43697470000169,ITER
ITQR,ITIQUIRAENER,185041000108,ITQR
PNEU,ITRCOMERCIOD,15426874000182,PNEU
IITS,ITSA INT.TEC,17158218000171,IITS
IVIE,IVI ENERGIA,50167742000184,IVIE
IVII,IVI ENE SH,53191559000102,IVII
JASD,JASAUDE ANIM,3749465000138,JASD
JMCD,J.MACEDO,14998371000119,JMCD
JMEN,JMALUC,4407406000144,JMEN
JGRO,JA AGRONE,29997296000149,JGRO
JGRP,JAGUAR,48839872000174,JGRP
JABS,JAIBA SE1,34705208000128,JABS
JALL,JALLESMACHAD,2635522000195,JALL
JTEE,JANAUBA,26617923000180,JTEE
JANU,JANUARIO NG,27816584000124,JANU
JPRS,JAPARATINGA,17022762000191,JPRS
JACR,JAPUNGU AGRO,9357997000106,JACR
JAUR,JAURUENERGIA,8583456000133,JAUR
JBSS,JBS N.V.,49115815000105,JBSS
JCPM,JCPMPARTICIP,11483096000102,JCPM
JEFP,JEFINVEST,350763000162,JEFP
JFLV,JFLVHOUSE,28131713000103,JFLV
JHMN,JHSFMANAUS,9547849000154,JHMN
JHSF,JHSF PART,8294224000165,JHSF
JVHD,JIVE,40214802000119,JVHD
JICS,JIVE INVEST,12600032000107,JICS
JFEN,JOAO FORTES,33035536000100,JFEN
JODA,JODALI HOLD,25074517000156,JODA
INTN,JOHN DEERE,87963450000168,INTN
JOPA,JOSAPAR,87456562000122,JOPA
JOST,JOST BRASIL,843966000190,JOST
JELE,JOTAELE,77591402000132,JELE
BBCN,JP BTB CANAD,0,BBCN
BBAJ,JP BTB ASIA,0,BBAJ
BBER,JP BTB EUROP,0,BBER
BBIL,JP BTB INTL,0,BBIL
BBJP,JP BTB JAPAO,0,BBJP
BBMR,JP BTB REIT,0,BBMR
BBUS,JP BTB USEQ,0,BBUS
BMCE,JP BTB RETUR,0,BMCE
JPCB,MORGANBC,46518205000164,JPCB
BPEM,JP DV US EME,0,BPEM
BJPI,JP RETU INTL,0,BJPI
BPUS,JP DIVRET US,0,BPUS
BPME,JP DV USMID,0,BPME
BDRE,JP DV US SM,0,BDRE
JEPI,JPM JEPI,0,JEPI
BMOM,JP US MO FAC,0,BMOM
BJQU,JP QLT FACT,0,BJQU
BVLF,JP US VL FAC,0,BVLF
JSLG,JSL,52548435000179,JSLG
JURU,JURUENA PART,7655515000179,JURU
KBUM,KABUMCOMÉRC,5570714000159,KBUM
KLAS,KALLAS,9146451000106,KLAS
KNST,KANASTRA,48238484000138,KNST
KCDF,KANASTRA 1,57626348000106,KCDF
KANT,KANASTRA 2,58477844000108,KANT
KNTR,KANASTRA-3,59078946000113,KNTR
KNTA,KANASTRA-4,60583456000153,KNTA
CTKA,KARSTEN,82640558000104,CTKA
KATA,KATAYAMA,47765979000152,KATA
KATR,KATRIUM INDU,28789998000174,KATR
KCTS,KCTECINTERNE,30435543000100,KCTS
KEPL,KEPLER WEBER,91983056000169,KEPL
KGFC,KINGFOOD,7400611000176,KGFC
HSBC,KIRTONBM,1701201000189,HSBC
KLBN,KLABIN S/A,89637490000145,KLBN
KOMP,KOMPASS COMP,39382913000155,KOMP
KRSA,KORA SAUDE,13270520000166,KRSA
KPEP,KPAR EMP,52009330000141,KPEP
BKBA,KR MSCI CH50,0,BKBA
BKWB,KR CSI CHINA,0,BKWB
KRTC,KRONA,145602000137,KRTC
KUHN,KUHN,6216625000171,KUHN
KRMA,KURUMA,827783000181,KRMA
TUTO,LABTEUTOBR,17159229000176,TUTO
LBGL,LABORATORIO,17115437000173,LBGL
LSBI,LAB SABIN SA,718528000109,LSBI
LGHL,LAGH,19114125000170,LGHL
LCEI,LAGO CENTER,38214919000150,LCEI
LGOP,LAGOPEDRAPAR,29736734000115,LGOP
LGER,LAGOA1,21540697000163,LGER
LJDE,LAJEADOENERG,3460864000184,LJDE
LMBE,LAMBDAENERG,30881433000164,LMBE
LBDA,LAMBDA II,34216487000166,LBDA
LARC,LAR COOPERAT,77752293000198,LARC
LRGO,LARGODACARIO,35687756000135,LRGO
LHII,LAVRASIIHOLD,40690178000126,LHII
LAVV,LAVVI,26462693000128,LAVV
LMDS,LAZAMMDSCOR,48114367000162,LMDS
LCEN,LC ENERGIA H,32997529000118,LCEN
LCIN,LC INVESTIME,38220895000142,LCIN
LCEH,LCEHPART,2986755000132,LCEH
LIND,LDI,7071841000139,LIND
LSPL,LEASEPLANAM,4836002000176,LSPL
LEMV,LEMVIG,36741993000108,LEMV
LELE,LEST LINHAS,24100518000165,LELE
LETS,LETSRENTACAR,873894000124,LETS
LSEC,LEVERAGE SEC,48415978000140,LSEC
LFPP,LFP PARTICIP,35203155000100,LFPP
GENT,LUGAR DE GNT,1468594000122,GENT
LMED,LIFEMED,2357251000153,LMED
CPTM,LIGGA TELEC,4368865000166,CPTM
LGTE,LIGHTENERG,1917818000136,LGTE
LIGT,LIGHT S/A,3378521000175,LIGT
LIGH,LIGHT,60444437000146,LIGH
LMOV,LIGUEMOVELSA,10442435000140,LMOV
LNAM,LINEA,11395604000109,LNAM
LMSA,AMARELA,974211000125,LMSA
LINH,LINHARESSA,10472905000118,LINH
LTTE,TAUBATE,14395590000103,LTTE
LTMC,MONTESCLAROS,11620646000198,LTMC
LXIN,XINGU,10240186000100,LXIN
LINS,LINS AGRO,35637796000172,LINS
LTEL,LITEL,743065000127,LTEL
LTLA,LITELA,5495546000184,LTLA
LIRO,LIVE ROUPA,5108435000178,LIRO
WDCN,WDC NETWORKS,5917486000140,WDCN
LMTP,LM TRANSPORT,389481000179,LMTP
LMAE,LMA LOCACOES,22261840000140,LMAE
LOAA,LOA ADM INC,35851074000116,LOAA
LOCF,LOCFROTAS,37229373000149,LOCF
LCFR,LOCALFRIO,58317751000116,LCFR
TFLE,LOCALFLEET,2286479000108,TFLE
RENT,LOCALIZA,16670085000155,RENT
LCAR,LOCAR,43368422000127,LCAR
LOCN,LOCON EMPR,4845901000135,LOCN
LOSL,LOFT,25027928000190,LOSL
LOGG,LOG COM PROP,9041168000110,LOGG
LOGP,LOGEPRINT,3113360000198,LOGP
LOGR,LOGPRINT,66079609000106,LOGR
LGCM,LOG ENERGIA,15042149000100,LGCM
VAND,LOGBRAS,14251450000161,VAND
LOGN,LOG-IN,42278291000124,LOGN
LGAM,LOGA,7032886000102,LGAM
LJQQ,QUERO-QUERO,96418264021802,LJQQ
LREN,LOJAS RENNER,92754738000162,LREN
RCHL,RIACHUELO,33200056000149,RCHL
LONG,LONGFORD,14683352000101,LONG
LOTR,LONTANO,11455829000103,LOTR
LORY,LORENZETTI,61413282000143,LORY
LOTT,LOTEAMENTO,27695476000140,LOTT
LPPP,LPP I EMPREE,15019552000119,LPPP
LPSB,LOPES BRASIL,8078847000109,LPSB
LRCO,LRC,30407131000159,LRCO
LRCM,LRC MIDIA,14707203000127,LRCM
LUIN,LUCENA INFRA,3992929000132,LUIN
LUEP,LUCIO,424129000127,LUEP
LUFP,LUFTPART,20182540000140,LUFP
LUGH,LUIZ GONZAGA,40689889000180,LUGH
FMXS,LUIZACREDCFI,2206577000180,FMXS
LMNE,LUMINAE S/A,9584001000286,LMNE
LUPA,LUPATECH,89463822000112,LUPA
LNTS,LUZIANIA,14863121000171,LNTS
LWPA,LWART,51518702000100,LWPA
LWAT,LWART,46201083000188,LWAT
LWSA,LWSA,2351877000152,LWSA
LYRI,LYRIO,47155191000124,LYRI
CSSB,M.CASSAB COM,49698723000103,CSSB
MDIA,M.DIASBRANCO,7206816000115,MDIA
MINF,M.I MONTREAL,42563692000126,MINF
MIVS,MINVEST,12294194000164,MIVS
MDOZ,M12 PARTICIP,39838596000139,MDOZ
MDRO,MADERO IND,13783221000478,MDRO
MDRI,MADRIPART,17669798000161,MDRI
MSRO,MAESTROLOC,8795211000170,MSRO
MGLU,MAGAZ LUIZA,47960950000121,MGLU
MGNU,MAGNUMTIRESD,19403406000143,MGNU
LEVE,METAL LEVE,60476884000187,LEVE
MAIB,MAIAEBORBA,1850114000193,MAIB
MJMA,MAIOJAMAEMPR,87346821000162,MJMA
MINC,MAIRIPORA,17922338000101,MINC
NSPE,MAISSHOPPING,9396915000132,NSPE
MAAT,MAISATIVO,3836739000126,MAAT
MAKR,MAKROATACADI,47427653000115,MAKR
MLKI,MALENSKI,10881505000166,MLKI
MNAU,MANAUSAMBIEN,3264927000127,MNAU
MANT,MANAUS TRANS,9584854000137,MANT
MNDC,MANDIC,4700392000152,MNDC
MGEL,MANGELS INDL,61065298000102,MGEL
MNTQ,MANTIQUEIRA,24176892000144,MNTQ
PRMX,MANUF PREMIX,50411321000157,PRMX
ESTR,ESTRELA,61082004000150,ESTR
MAQN,MAQBRASIL,18634167000170,MAQN
MCEN,MARACANA S/A,8032643000129,MCEN
MRCN,MARACANAU,9047261000131,MRCN
GATU,MARANGATU,44493502000177,GATU
MRPH,MARAPE HOLD,49437481000196,MRPH
POMO,MARCOPOLO,88611835000129,POMO
MRHL,MARECHALRON,19389560000108,MRHL
CCPM,MARFIM EMP,9597890000135,CCPM
MBRF,MARFRIG,3853896000140,MBRF
MAAH,MARGEM COMP,6635659000109,MAAH
MALN,MARILAN,52034139000150,MALN
MRFL,MARINGÁ,61082988000170,MRFL
AMAR,LOJAS MARISA,61189288000189,AMAR
MVST,MARISOL,2045487000154,MVST
MRTR,MARITUBATRA,31096307000161,MRTR
MBRP,MARKA BRASIL,13134486000100,MBRP
MRZL,MARLIM AZUL,29884534000100,MRZL
MLNV,MARLIN,20854869000100,MLNV
MCSD,MARTINSDIST,43214055000107,MCSD
MSAU,MASTER AUTOM,90852914000173,MSAU
MSGT,STAGENEBRA,19699063000106,MSGT
MTVL,MATAVELHA,11083857000139,MTVL
MTSM,MATEUS,3995515001309,MTSM
TPNO,MATRINCHA,15286382000139,TPNO
MATX,MATRIX ENERG,17858631000149,MATX
MAXS,MAXTRACK TEC,19429724000183,MAXS
MAXE,MAXXIMA ENER,8321315000142,MAXE
MBXP,MBEXPANSAO,21314705000153,MBXP
MBSB,MBS BEM,45188899000156,MBSB
MCFB,MC BRAZIL F,42587182000199,MCFB
MCBG,MCBRAZILGALI,42654267000142,MCBG
MDLL,MDLREALTY,8560999000135,MDLL
MEDE,MEDERI,64091300000106,MEDE
MEDR,MEDRAL ENGEN,47611306000148,MEDR
MESC,MESC,48440032000134,MESC
MEDS,MEDSYSTEMS,5273422000154,MEDS
METM,MEGA GOGLI,72535115000191,METM
MEGB,MEGALABS,33026055000120,MEGB
CASH,MELIUZ,14110585000107,CASH
MELK,MELNICK,12181987000177,MELK
MHPA,MENTAL HEALT,42126994000137,MHPA
MERA,MERAMA,41156866000173,MERA
MRCS,MERCANTII,6026238000172,MRCS
MCEX,MERCATO EXPR,22749835000181,MCEX
BBVL,MERCEDESBENZ,162760000103,BBVL
MEBI,METAGAS BIO,43943079000105,MEBI
FRIO,METALFRIO,4821041000108,FRIO
GOAU,GERDAU MET,92690783000109,GOAU
RSUL,RIOSULENSE,85778074000106,RSUL
MTSA,METISA,86375425000109,MTSA
MEBH,METRO BH,46574475000192,MEBH
MTRB,METROBARRA,17339410000164,MTRB
MEZU,MEZ 1 ENERGI,33950678000194,MEZU
MEZ3,MEZ3ENERGIAS,31231893000100,MEZ3
MEZE,MEZ 4 ENERG,31231479000109,MEZE
MEZ5,MEZ5ENERGIAS,40215231000137,MEZ5
MEZ6,MEZ6ENERGIAL,40215276000101,MEZ6
MEZT,MEZT1TRANSMI,42579834000143,MEZT
LYOD,MG3 INFRAEST,27600441000180,LYOD
MGCD,MGCD,62726756000170,MGCD
MLAN,MILANOCOMERC,11950487000190,MLAN
MLNP,MILANO,7692986000157,MLNP
MILS,MILLS,27093558000115,MILS
MILO,MILOINVEST,11459904000104,MILO
MNAR,MINASARENA,13012956000155,MNAR
MMAQ,MINASMAQUINA,17161241000115,MMAQ
MFPL,FERRO PURO,9605503000165,MFPL
MCRB,MCARAIBA,42509257000113,MCRB
MMIP,MINERAÇÃO MO,22902554000117,MMIP
BEEF,MINERVA,67620377000114,BEEF
MNGN,MINORGAN,2599378000189,MNGN
MGGS,MINUM GENCO,53043876000181,MGGS
MNPR,MINUPAR,90076886000140,MNPR
MWNS,MIOLO,9357838000101,MWNS
MIRS,MIRAE,58652296000105,MIRS
MESA,MIRANTENERGE,23541412000134,MESA
MTRE,MITRE REALTY,7882930000165,MTRE
MKBA,MK BR S.A.,7666567000140,MKBA
MMSP,MMSPARTICIPA,8542030000131,MMSP
MMXS,MMXSUDESTE,8830308000176,MMXS
MNLT,MNLT SA,12592831000189,MNLT
MOBP,MOBPARTICIP,7100988000100,MOBP
MOBS,MOB SERVIÇOS,7870094000107,MOBS
M2DA,MODAL PARTIC,681295000109,M2DA
MFHP,MONTE FORTE,50248234000120,MFHP
MOPA,MONTEPASCOAL,44103111000107,MOPA
MRHP,MONTE RODOVI,37702340000174,MRHP
MRNH,MONTE R NORD,35109618000179,MRNH
MOAR,MONT ARANHA,33102476000192,MOAR
MORL,MONTREAL,10815804000100,MORL
MORI,MORI ENERGIA,29183782000123,MORI
MRPT,MOROCO,66635780000154,MRPT
MORR,MORRINHOS,17613286000183,MORR
MBBR,MORUMBI BR,8588838000150,MBBR
MOTV,MOTIVA SA,2846056000197,MOTV
MOLT,MOTRICE,19979490000148,MOLT
MOLV,MOTTU LOCA,35237331000124,MOLV
MDNE,MOURA DUBEUX,12049631000184,MDNE
JSLO,MOVIDAGEST,14117559000100,JSLO
MOVI,MOVIDA,21314559000166,MOVI
MPII,MPD INV IMOB,12284455000165,MPII
ESPA,ESPACOLASER,26659061000159,ESPA
MRLE,MRLENGENHARI,2578564000131,MRLE
MRSA,MRS LOGIST,1417222000177,MRSA
MRVE,MRV,8343492000120,MRVE
MSPS,MSPARTICIPAC,10288617000108,MSPS
MSBS,MSB SUBHOLDI,54805076000113,MSBS
MTEC,MTELTECSA,71738132000163,MTEC
MTRG,MTR HOLDING,58532424000187,MTRG
MTXS,MTX SE,57400901000198,MTXS
MUDA,MUDARSPESA,12356050000195,MUDA
MHSM,MULTIHEMO,3559174000187,MHSM
ELOG,ELOG,60526977000179,ELOG
MLOG,MULTILOG,78614229000103,MLOG
MULT,MULTIPLAN,7816890000153,MULT
MTPN,MULTIPLAN,29401298000123,MTPN
MULR,MULTI-RIO,2877283000180,MULR
MTTM,MULTITERMINA,6174617000100,MTTM
MNDL,MUNDIAL,88610191000154,MNDL
MG25,MUSTANG 25,20755790000122,MG25
MUTU,MUTUALCRÉDI,46642596000124,MUTU
MVSA,MVPARTICIPAC,28029249000149,MVSA
MVQP,MV4,21557713000120,MVQP
MZLI,MZL,45616376000163,MZLI
ZEPP,NZEPPONESA,674246000149,ZEPP
NLSP,N.O.L.S.P.E.,34999386000109,NLSP
NADR,NADIR,61067161000197,NADR
NMHG,NAMPONT,21804983000199,NMHG
NARD,NARDINI AGRO,48708267000164,NARD
NASX,XINGUPART,16575828000108,NASX
NATX,NATIXISBM,9274232000102,NATX
NATU,NATURA,71673990000177,NATU
NTON,NATURALONE,8192116000181,NTON
NSWR,NAVA SOFTW,5969344000127,NSWR
NVIE,NAVIENERGIA,44173962000118,NVIE
NCEN,NCENERGIA,4023261000188,NCEN
NETA,NECTA,3024705000137,NETA
NEER,NEERANS,11646705000105,NEER
NGSC,NEGRESCOCFI,4379829000106,NGSC
NROD,NEO RODAS,14591542000190,NROD
NEOS,NEO SOLAR,59924319000156,NEOS
NEOA,NEO ATIBAIA,27848099000132,NEOA
GACU,NEO BIGUACU,27853497000147,GACU
CEBD,NEOENERGIADI,7522669000192,CEBD
NITA,NEOENERGIA I,28439049000164,NITA
NMCH,NEO MORRO,28438834000100,NMCH
NEOE,NEOENERGIA,1083200000118,NEOE
ITTE,NEOENERGIA,28443452000167,ITTE
NGRD,NEOGRID,10139870000108,NGRD
PRBN,NEXA RH,42416651000107,PRBN
NEXP,NEXPE,8613550000198,NEXP
NDSS,NEXTI,25322949000139,NDSS
NGEI,NG20 EMPREEN,19829219000126,NGEI
NIBS,NIBS,35539362000130,NIBS
NICN,NICNET,26521036000104,NICN
NKEM,NK 108,40917385000170,NKEM
NK15,NK115EMPRE,41901468000134,NK15
NORD,NORDON MET,60884319000159,NORD
NRSA,NORSAREFRISA,7196033000106,NRSA
NRSK,NORSK SOLAR,48497735000107,NRSK
NAMG,NORTE ASSET,36633625000138,NAMG
NRTB,NORTEBR,9625321000156,NRTB
NTEN,NORTEENERGIA,12300288000107,NTEN
NSAN,NORTE SANEAM,42806062000135,NSAN
NACG,N ATACAREJO,29142202000150,NACG
NDMI,NOTREDAME,44649812000138,NDMI
NESC,NOVA ERA,38440273000120,NESC
